date,ndvi,cloud_percentage,SCL,image_id
2026-07-05,0.06976744186046512,62.224305,5,20260705T053641_20260705T054856_T43REQ
2026-07-10,0.08172362555720654,7.326604,5,20260710T053639_20260710T054813_T43REQ
2026-07-15,0.0665904544155473,1.811762,5,20260715T053641_20260715T054902_T43REQ
